latitude,longitude,historical_landslide,elevation_m,slope_degrees
27.275651,88.846406,0,3428.0,46.75350340560108
28.612912,94.020258,0,2462.0,18.38382861198566
23.936004,92.210905,0,67.0,4.393377408433921
26.049366,91.572444,0,52.0,0.7548944975654582
26.057059,94.893405,0,1324.0,20.738657385574744
26.558273,93.596554,0,350.0,9.298200036904948
27.433757,94.799898,0,99.0,0.0
28.260707,93.387291,0,2776.0,33.66215336793683
24.156792,92.032069,0,37.0,0.9548412538721887
26.457206,94.235696,0,260.0,25.376933525152303
26.914966,92.610118,0,117.0,0.3376147110174216
25.294903,91.484916,0,573.0,24.052154087563277
25.440023,90.487462,0,650.0,30.410933538190566
27.601292,88.591777,0,3484.0,38.86842766653836
26.014935,91.244165,0,46.0,1.6876048941769748
28.267801,93.216502,0,3246.0,29.981899620167887
27.315838,96.498947,0,1429.0,18.264738251186536
27.039105,95.537017,0,534.0,11.009016379683203
28.21746,93.908612,0,2304.0,41.682497823082294
25.097864,92.92471,0,501.0,20.406471284033348
27.647518,93.539245,0,2374.0,20.107579528626577
25.971168,90.701766,0,54.0,2.1342998941463125
25.594506,91.613157,0,1655.0,11.653262308925731
27.16047,93.734035,0,333.0,18.264738251186536
28.870159,95.022801,0,1600.0,20.959912604338918
25.63992,90.647749,0,325.0,7.371307019051221
26.798426,91.930231,0,167.0,1.0675202709770988
27.516322,95.75811,0,147.0,1.3502244696996157
28.466424,95.151998,0,1435.0,27.68609956643004
22.960928,92.776494,0,465.0,36.66143181097579
28.557816,96.014989,0,2616.0,33.50829140859331
28.239049,95.842344,0,1187.0,28.884223166147564
25.37523,90.357681,0,190.0,12.68038349181982
26.722075,92.760805,0,73.0,2.7818863802117484
26.410757,91.51373,0,54.0,1.9091524329963763
24.5723,93.529338,0,1178.0,31.792282570357223
27.124265,95.052989,0,106.0,0.3376147110174216
27.040311,94.098068,0,82.0,2.052775101535614
27.812533,88.200835,0,5768.0,2.7199233149201807
25.12957,94.054454,0,970.0,31.23698325765622
25.452366,90.381262,0,1048.0,48.52436607423929
