latitude,longitude,event_date,rainfall_mm_day,rainfall_source
27.509414,95.905712,2009-07-01,25.509998321533203,IMERG_Final_V07
27.21669,95.132797,2025-07-07,5.929999351501465,IMERG_Final_V07
23.64605,91.197694,2024-07-02,59.07999801635742,IMERG_Final_V07
25.540839,92.911584,2024-05-28,57.83500671386719,IMERG_Final_V07
29.035075,94.632377,2024-07-01,8.59000015258789,IMERG_Final_V07
25.880601,90.032445,2024-07-02,12.829999923706055,IMERG_Final_V07
26.357941,94.362581,2025-06-01,5.6449995040893555,IMERG_Final_V07
27.286547,93.06638,2024-07-02,14.539999008178711,IMERG_Final_V07
25.958958,90.361444,2024-05-28,28.889999389648438,IMERG_Final_V07
23.983639,91.873351,2024-05-28,28.619997024536133,IMERG_Final_V07
24.92371,92.897921,2020-02-02,0.0,IMERG_Final_V07
29.083635,94.769225,2024-07-06,23.05000114440918,IMERG_Final_V07
25.80429,91.356515,2025-06-01,24.329998016357422,IMERG_Final_V07
26.503588,92.398243,2025-06-01,24.935001373291016,IMERG_Final_V07
25.835309,93.083196,2023-09-17,19.249998092651367,IMERG_Final_V07
23.367151,92.987295,2024-07-02,39.73499298095703,IMERG_Final_V07
25.693512,92.304079,2021-06-06,43.53499984741211,IMERG_Final_V07
27.439583,94.008614,2024-05-28,55.720001220703125,IMERG_Final_V07
26.574001,91.689929,2016-04-23,17.419998168945312,IMERG_Final_V07
25.386766,91.422419,2008-08-02,10.425000190734863,IMERG_Final_V07
28.885165,95.777255,2024-05-28,36.82999801635742,IMERG_Final_V07
25.481597,93.976119,2025-05-31,38.95000076293945,IMERG_Final_V07
24.191555,93.427035,2022-06-15,9.21500015258789,IMERG_Final_V07
28.538464,94.756165,2020-05-26,40.67500686645508,IMERG_Final_V07
28.138701,94.672009,2016-05-22,26.219999313354492,IMERG_Final_V07
24.831526,92.964362,2025-06-01,37.795005798339844,IMERG_Final_V07
26.53003,93.012103,2024-07-02,2.9599997997283936,IMERG_Final_V07
27.351685,88.23069,2025-06-01,4.739999771118164,IMERG_Final_V07
27.421331,94.942175,2022-10-10,25.364999771118164,IMERG_Final_V07
26.047447,90.302822,2018-06-14,82.76998901367188,IMERG_Final_V07
25.53996,91.670479,2025-05-31,70.70499420166016,IMERG_Final_V07
23.163641,91.574205,2025-09-13,27.199993133544922,IMERG_Final_V07
25.28964,91.667764,2020-07-12,36.92499542236328,IMERG_Final_V07
24.154808,92.333056,2025-05-29,71.71499633789062,IMERG_Final_V07
25.308231,93.281501,2024-05-28,114.24002075195312,IMERG_Final_V07
28.230479,95.548263,2024-05-28,37.60499572753906,IMERG_Final_V07
26.382869,94.934732,2024-07-07,32.93000030517578,IMERG_Final_V07
26.043355,90.963826,2025-06-02,45.76000213623047,IMERG_Final_V07
29.08798,96.066471,2024-08-08,0.3399999737739563,IMERG_Final_V07
26.340854,91.844166,2024-09-12,0.0,IMERG_Final_V07
28.863375,94.530637,2024-05-28,10.0,IMERG_Final_V07
27.899078,95.894281,2026-03-16,37.96000289916992,IMERG_Late_V07
25.980953,92.376744,2007-08-28,9.514999389648438,IMERG_Final_V07
23.507404,93.049958,2025-06-01,132.32000732421875,IMERG_Final_V07
27.920247,93.660555,2024-05-28,25.240001678466797,IMERG_Final_V07
25.346183,92.740806,2024-08-13,0.0,IMERG_Final_V07
28.783147,96.507509,2025-05-31,30.9950008392334,IMERG_Final_V07
25.33057,92.924809,2024-07-02,9.229999542236328,IMERG_Final_V07
26.714971,91.422735,2022-05-15,94.69500732421875,IMERG_Final_V07
24.370533,92.718103,2022-10-02,27.19499969482422,IMERG_Final_V07
26.177945,93.310551,2025-05-31,32.5,IMERG_Final_V07
26.073833,94.64407,2025-06-02,7.744998931884766,IMERG_Final_V07
25.654682,93.693154,2024-05-28,88.02001190185547,IMERG_Final_V07
27.800086,95.227295,2007-06-16,52.6300048828125,IMERG_Final_V07
27.33091,94.205508,2024-05-28,46.00000762939453,IMERG_Final_V07
28.754721,96.41914,2024-05-28,15.319997787475586,IMERG_Final_V07
28.864527,95.64722,2025-05-29,31.839998245239258,IMERG_Final_V07
27.411579,94.282346,2025-06-01,22.594999313354492,IMERG_Final_V07
25.774034,90.824559,2024-05-28,9.550000190734863,IMERG_Final_V07
27.721844,88.734628,2025-05-31,11.460000038146973,IMERG_Final_V07
26.173414,91.759264,2024-05-28,27.38500213623047,IMERG_Final_V07
26.57812,91.968664,2024-09-24,1.869999885559082,IMERG_Final_V07
28.114753,94.404352,2024-05-28,32.349998474121094,IMERG_Final_V07
28.336579,96.839566,2024-05-28,22.035001754760742,IMERG_Final_V07
26.057934,92.744386,2009-08-20,20.17500114440918,IMERG_Final_V07
27.38818,92.095955,2024-05-28,5.474999904632568,IMERG_Final_V07
25.528079,94.597157,2016-05-22,0.7199999690055847,IMERG_Final_V07
28.736895,94.948115,2025-05-31,3.169999837875366,IMERG_Final_V07
27.651035,88.350857,2024-05-28,4.3349995613098145,IMERG_Final_V07
27.184337,95.947162,2024-09-17,6.92500114440918,IMERG_Final_V07
29.132767,94.549456,2007-07-19,52.655006408691406,IMERG_Final_V07
25.780125,92.800716,2024-05-28,38.909996032714844,IMERG_Final_V07
29.163431,94.699754,2025-09-13,4.845000267028809,IMERG_Final_V07
28.931972,96.268231,2024-05-28,18.450002670288086,IMERG_Final_V07
25.21692,93.256955,2025-06-06,1.7450001239776611,IMERG_Final_V07
29.115468,96.035224,2024-07-02,0.28999999165534973,IMERG_Final_V07
28.472765,93.301603,2024-06-01,0.0,IMERG_Final_V07
25.883033,90.049783,2024-07-07,5.009999752044678,IMERG_Final_V07
26.777234,91.908352,2014-09-23,0.07999999821186066,IMERG_Final_V07
